flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival
25891,PG0373,2017-12-07 12:30:35,2017-12-07 17:30:35,ULV,OSW,Scheduled,CN1,2017-12-07 12:15:35,2017-12-07 17:15:35
25892,PG0373,2017-12-19 23:30:48,2017-12-20 04:30:48,ULV,OSW,Arrived,CN1,2017-12-19 23:17:48,2017-12-20 04:17:48
25893,PG0373,2017-08-11 10:58:06,2017-08-11 11:58:06,ULV,OSW,Arrived,CN1,2017-08-11 10:31:06,2017-08-11 11:31:06
25894,PG0373,2017-05-14 12:11:56,2017-05-14 13:11:56,ULV,OSW,Scheduled,CN1,2017-05-14 12:22:56,2017-05-14 13:22:56
25895,PG0373,2017-03-13 20:12:03,2017-03-13 21:12:03,ULV,OSW,Scheduled,CN1,2017-03-13 20:09:03,2017-03-13 21:09:03
25896,PG0373,2017-02-06 12:41:29,2017-02-06 17:41:29,ULV,OSW,Arrived,CN1,2017-02-06 12:55:29,2017-02-06 17:55:29
25897,PG0373,2017-02-27 09:06:40,2017-02-27 14:06:40,ULV,OSW,Cancelled,CN1,2017-02-27 09:23:40,2017-02-27 14:23:40
25898,PG0373,2017-05-01 14:01:44,2017-05-01 18:01:44,ULV,OSW,Scheduled,CN1,2017-05-01 14:05:44,2017-05-01 18:05:44
25899,PG0373,2017-12-15 14:48:55,2017-12-15 17:48:55,ULV,OSW,Scheduled,CN1,2017-12-15 15:06:55,2017-12-15 18:06:55
25900,PG0373,2017-10-29 15:09:59,2017-10-29 16:09:59,ULV,OSW,Arrived,CN1,2017-10-29 15:08:59,2017-10-29 16:08:59
25901,PG0373,2017-08-08 03:57:25,2017-08-08 07:57:25,ULV,OSW,Scheduled,CN1,2017-08-08 04:12:25,2017-08-08 08:12:25
25902,PG0373,2017-07-24 04:00:54,2017-07-24 06:00:54,ULV,OSW,Scheduled,CN1,2017-07-24 03:54:54,2017-07-24 05:54:54
25903,PG0373,2017-06-22 14:50:34,2017-06-22 18:50:34,ULV,OSW,Scheduled,CN1,2017-06-22 14:45:34,2017-06-22 18:45:34
25904,PG0365,2017-10-18 14:25:46,2017-10-18 20:25:46,ULV,KRR,Scheduled,763,2017-10-18 13:57:46,2017-10-18 19:57:46
25905,PG0365,2017-09-18 16:21:19,2017-09-18 22:21:19,ULV,KRR,Scheduled,763,2017-09-18 16:24:19,2017-09-18 22:24:19
25906,PG0365,2017-11-21 00:04:31,2017-11-21 04:04:31,ULV,KRR,Scheduled,763,2017-11-20 23:39:31,2017-11-21 03:39:31
25907,PG0365,2017-01-03 23:45:52,2017-01-04 05:45:52,ULV,KRR,Arrived,763,2017-01-03 23:46:52,2017-01-04 05:46:52
25908,PG0365,2017-03-10 03:22:07,2017-03-10 08:22:07,ULV,KRR,Arrived,763,2017-03-10 03:11:07,2017-03-10 08:11:07
25909,PG0365,2017-12-28 07:41:53,2017-12-28 11:41:53,ULV,KRR,Scheduled,763,2017-12-28 08:04:53,2017-12-28 12:04:53
25910,PG0365,2017-01-16 05:26:14,2017-01-16 09:26:14,ULV,KRR,Arrived,763,2017-01-16 05:30:14,2017-01-16 09:30:14
25911,PG0365,2017-09-17 11:20:08,2017-09-17 13:20:08,ULV,KRR,Scheduled,763,2017-09-17 11:10:08,2017-09-17 13:10:08
25912,PG0365,2017-09-23 14:22:58,2017-09-23 19:22:58,ULV,KRR,Scheduled,763,2017-09-23 14:36:58,2017-09-23 19:36:58
25913,PG0365,2017-03-03 15:44:38,2017-03-03 18:44:38,ULV,KRR,Scheduled,763,2017-03-03 15:24:38,2017-03-03 18:24:38
25914,PG0365,2017-10-05 19:10:34,2017-10-05 23:10:34,ULV,KRR,Scheduled,763,2017-10-05 19:20:34,2017-10-05 23:20:34
25915,PG0365,2017-07-23 17:29:36,2017-07-23 22:29:36,ULV,KRR,Scheduled,763,2017-07-23 17:59:36,2017-07-23 22:59:36
25916,PG0365,2017-05-07 20:59:14,2017-05-07 22:59:14,ULV,KRR,On Time,763,2017-05-07 20:39:14,2017-05-07 22:39:14
25917,PG0365,2017-03-30 11:31:53,2017-03-30 14:31:53,ULV,KRR,Scheduled,763,2017-03-30 11:37:53,2017-03-30 14:37:53
25918,PG0365,2017-07-07 22:52:57,2017-07-08 01:52:57,ULV,KRR,Arrived,763,2017-07-07 22:24:57,2017-07-08 01:24:57
25919,PG0365,2017-02-05 19:54:48,2017-02-05 23:54:48,ULV,KRR,Scheduled,763,2017-02-05 20:12:48,2017-02-06 00:12:48
25920,PG0365,2017-10-03 11:16:52,2017-10-03 12:16:52,ULV,KRR,Arrived,763,2017-10-03 10:49:52,2017-10-03 11:49:52
25921,PG0365,2017-04-13 18:54:32,2017-04-13 20:54:32,ULV,KRR,Arrived,763,2017-04-13 18:27:32,2017-04-13 20:27:32
25922,PG0365,2017-05-11 11:08:48,2017-05-11 15:08:48,ULV,KRR,Arrived,763,2017-05-11 10:46:48,2017-05-11 14:46:48
25923,PG0365,2017-05-05 22:35:12,2017-05-06 03:35:12,ULV,KRR,Scheduled,763,2017-05-05 22:55:12,2017-05-06 03:55:12
25924,PG0365,2017-08-20 22:03:18,2017-08-21 04:03:18,ULV,KRR,Scheduled,763,2017-08-20 21:40:18,2017-08-21 03:40:18
25925,PG0365,2017-12-18 14:22:00,2017-12-18 18:22:00,ULV,KRR,Arrived,763,2017-12-18 14:10:00,2017-12-18 18:10:00
25926,PG0365,2017-05-29 15:31:08,2017-05-29 21:31:08,ULV,KRR,Arrived,763,2017-05-29 15:20:08,2017-05-29 21:20:08
25927,PG0365,2017-03-03 10:16:17,2017-03-03 13:16:17,ULV,KRR,Arrived,763,2017-03-03 10:13:17,2017-03-03 13:13:17
25928,PG0365,2017-01-10 03:47:14,2017-01-10 07:47:14,ULV,KRR,Scheduled,763,2017-01-10 04:06:14,2017-01-10 08:06:14
25929,PG0365,2017-05-08 15:33:56,2017-05-08 16:33:56,ULV,KRR,Arrived,763,2017-05-08 15:43:56,2017-05-08 16:43:56
25930,PG0365,2017-09-23 03:21:22,2017-09-23 09:21:22,ULV,KRR,Arrived,763,2017-09-23 03:34:22,2017-09-23 09:34:22
25931,PG0365,2017-03-21 16:26:06,2017-03-21 17:26:06,ULV,KRR,Arrived,763,2017-03-21 16:37:06,2017-03-21 17:37:06
25932,PG0365,2017-02-23 08:33:56,2017-02-23 10:33:56,ULV,KRR,Scheduled,763,2017-02-23 08:27:56,2017-02-23 10:27:56
25933,PG0365,2017-02-27 14:32:10,2017-02-27 19:32:10,ULV,KRR,Arrived,763,2017-02-27 14:23:10,2017-02-27 19:23:10
25934,PG0365,2017-06-16 01:10:35,2017-06-16 05:10:35,ULV,KRR,Arrived,763,2017-06-16 01:14:35,2017-06-16 05:14:35
25935,PG0365,2017-06-13 09:39:53,2017-06-13 10:39:53,ULV,KRR,Arrived,763,2017-06-13 09:22:53,2017-06-13 10:22:53
25936,PG0365,2017-08-29 16:38:29,2017-08-29 20:38:29,ULV,KRR,Scheduled,763,2017-08-29 16:32:29,2017-08-29 20:32:29
25937,PG0365,2017-12-10 08:50:28,2017-12-10 14:50:28,ULV,KRR,Scheduled,763,2017-12-10 08:31:28,2017-12-10 14:31:28
25938,PG0365,2017-05-23 17:46:30,2017-05-23 23:46:30,ULV,KRR,Scheduled,763,2017-05-23 17:33:30,2017-05-23 23:33:30
25939,PG0365,2017-02-09 01:12:22,2017-02-09 06:12:22,ULV,KRR,Scheduled,763,2017-02-09 01:38:22,2017-02-09 06:38:22
25940,PG0365,2017-08-08 21:19:43,2017-08-09 01:19:43,ULV,KRR,Scheduled,763,2017-08-08 21:03:43,2017-08-09 01:03:43
25941,PG0365,2017-07-31 02:56:16,2017-07-31 07:56:16,ULV,KRR,Arrived,763,2017-07-31 02:58:16,2017-07-31 07:58:16
25942,PG0365,2017-11-25 18:54:10,2017-11-25 21:54:10,ULV,KRR,Arrived,763,2017-11-25 18:29:10,2017-11-25 21:29:10
25943,PG0365,2017-07-17 23:36:40,2017-07-18 00:36:40,ULV,KRR,Arrived,763,2017-07-17 23:26:40,2017-07-18 00:26:40
25944,PG0365,2017-02-27 09:54:59,2017-02-27 14:54:59,ULV,KRR,Arrived,763,2017-02-27 09:50:59,2017-02-27 14:50:59
25945,PG0365,2017-02-27 15:28:24,2017-02-27 19:28:24,ULV,KRR,Scheduled,763,2017-02-27 15:34:24,2017-02-27 19:34:24
25946,PG0365,2017-05-08 03:08:59,2017-05-08 09:08:59,ULV,KRR,Arrived,763,2017-05-08 03:02:59,2017-05-08 09:02:59
25947,PG0365,2017-03-07 10:14:58,2017-03-07 12:14:58,ULV,KRR,Scheduled,763,2017-03-07 10:10:58,2017-03-07 12:10:58
25948,PG0365,2017-03-12 04:18:23,2017-03-12 09:18:23,ULV,KRR,Arrived,763,2017-03-12 04:08:23,2017-03-12 09:08:23
25949,PG0365,2017-12-27 02:00:51,2017-12-27 05:00:51,ULV,KRR,Arrived,763,2017-12-27 02:18:51,2017-12-27 05:18:51
25950,PG0365,2017-06-21 14:44:53,2017-06-21 19:44:53,ULV,KRR,Scheduled,763,2017-06-21 14:40:53,2017-06-21 19:40:53
25951,PG0365,2017-10-23 05:40:17,2017-10-23 06:40:17,ULV,KRR,Scheduled,763,2017-10-23 05:22:17,2017-10-23 06:22:17
25952,PG0365,2017-02-25 08:38:46,2017-02-25 12:38:46,ULV,KRR,Arrived,763,2017-02-25 08:36:46,2017-02-25 12:36:46
25953,PG0365,2017-05-14 15:49:57,2017-05-14 20:49:57,ULV,KRR,Arrived,763,2017-05-14 15:25:57,2017-05-14 20:25:57
25954,PG0365,2017-03-31 00:06:01,2017-03-31 03:06:01,ULV,KRR,Arrived,763,2017-03-30 23:55:01,2017-03-31 02:55:01
25955,PG0365,2017-06-18 23:37:29,2017-06-19 01:37:29,ULV,KRR,Scheduled,763,2017-06-18 23:22:29,2017-06-19 01:22:29
25956,PG0365,2017-10-11 08:28:33,2017-10-11 11:28:33,ULV,KRR,Arrived,763,2017-10-11 08:40:33,2017-10-11 11:40:33
25957,PG0365,2017-07-01 01:30:49,2017-07-01 06:30:49,ULV,KRR,Arrived,763,2017-07-01 01:32:49,2017-07-01 06:32:49
25958,PG0365,2017-07-02 13:42:05,2017-07-02 18:42:05,ULV,KRR,Scheduled,763,2017-07-02 13:40:05,2017-07-02 18:40:05
25959,PG0365,2017-09-13 04:21:12,2017-09-13 09:21:12,ULV,KRR,Scheduled,763,2017-09-13 04:04:12,2017-09-13 09:04:12
25960,PG0365,2017-06-25 21:29:37,2017-06-25 22:29:37,ULV,KRR,Arrived,763,2017-06-25 21:16:37,2017-06-25 22:16:37
25961,PG0365,2017-06-03 13:30:30,2017-06-03 18:30:30,ULV,KRR,Scheduled,763,2017-06-03 13:42:30,2017-06-03 18:42:30
25962,PG0365,2017-01-08 03:45:08,2017-01-08 06:45:08,ULV,KRR,Arrived,763,2017-01-08 04:14:08,2017-01-08 07:14:08
25963,PG0365,2017-09-06 16:32:28,2017-09-06 19:32:28,ULV,KRR,Scheduled,763,2017-09-06 16:49:28,2017-09-06 19:49:28
25964,PG0365,2017-06-18 07:33:31,2017-06-18 11:33:31,ULV,KRR,Arrived,763,2017-06-18 08:01:31,2017-06-18 12:01:31
25965,PG0284,2017-10-28 18:45:09,2017-10-29 00:45:09,ULY,SVO,Scheduled,CR2,2017-10-28 19:01:09,2017-10-29 01:01:09
25966,PG0284,2017-06-22 11:55:45,2017-06-22 16:55:45,ULY,SVO,Arrived,CR2,2017-06-22 11:44:45,2017-06-22 16:44:45
25967,PG0284,2017-11-29 20:46:22,2017-11-29 22:46:22,ULY,SVO,Scheduled,CR2,2017-11-29 20:55:22,2017-11-29 22:55:22
25968,PG0284,2017-09-20 22:12:55,2017-09-21 02:12:55,ULY,SVO,Arrived,CR2,2017-09-20 22:32:55,2017-09-21 02:32:55
25969,PG0284,2017-07-09 06:15:50,2017-07-09 08:15:50,ULY,SVO,Scheduled,CR2,2017-07-09 06:35:50,2017-07-09 08:35:50
25970,PG0284,2017-12-09 15:38:52,2017-12-09 20:38:52,ULY,SVO,Scheduled,CR2,2017-12-09 15:21:52,2017-12-09 20:21:52
25971,PG0284,2017-08-05 04:26:37,2017-08-05 06:26:37,ULY,SVO,Arrived,CR2,2017-08-05 04:04:37,2017-08-05 06:04:37
25972,PG0284,2017-05-16 14:00:00,2017-05-16 20:00:00,ULY,SVO,Scheduled,CR2,2017-05-16 13:38:00,2017-05-16 19:38:00
25973,PG0284,2017-12-12 05:44:49,2017-12-12 11:44:49,ULY,SVO,Scheduled,CR2,2017-12-12 05:56:49,2017-12-12 11:56:49
25974,PG0284,2017-05-31 18:33:07,2017-05-31 19:33:07,ULY,SVO,Arrived,CR2,2017-05-31 18:26:07,2017-05-31 19:26:07
25975,PG0284,2017-12-05 06:50:11,2017-12-05 08:50:11,ULY,SVO,Scheduled,CR2,2017-12-05 06:47:11,2017-12-05 08:47:11
25976,PG0284,2017-11-28 16:48:24,2017-11-28 21:48:24,ULY,SVO,Scheduled,CR2,2017-11-28 16:26:24,2017-11-28 21:26:24
25977,PG0284,2017-09-01 20:06:04,2017-09-02 02:06:04,ULY,SVO,Scheduled,CR2,2017-09-01 20:04:04,2017-09-02 02:04:04
25978,PG0284,2017-06-07 15:15:51,2017-06-07 19:15:51,ULY,SVO,Arrived,CR2,2017-06-07 15:30:51,2017-06-07 19:30:51
25979,PG0284,2017-10-10 16:28:58,2017-10-10 19:28:58,ULY,SVO,Scheduled,CR2,2017-10-10 16:04:58,2017-10-10 19:04:58
25980,PG0284,2017-11-26 22:03:12,2017-11-27 01:03:12,ULY,SVO,Scheduled,CR2,2017-11-26 22:28:12,2017-11-27 01:28:12
25981,PG0284,2017-04-03 14:35:46,2017-04-03 17:35:46,ULY,SVO,On Time,CR2,2017-04-03 14:35:46,2017-04-03 17:35:46
25982,PG0284,2017-06-19 13:28:40,2017-06-19 17:28:40,ULY,SVO,Arrived,CR2,2017-06-19 13:04:40,2017-06-19 17:04:40
25983,PG0284,2017-05-31 21:50:43,2017-05-31 22:50:43,ULY,SVO,Scheduled,CR2,2017-05-31 21:35:43,2017-05-31 22:35:43
25984,PG0284,2017-06-12 05:12:12,2017-06-12 09:12:12,ULY,SVO,Scheduled,CR2,2017-06-12 05:36:12,2017-06-12 09:36:12
25985,PG0284,2017-05-20 09:07:12,2017-05-20 14:07:12,ULY,SVO,Arrived,CR2,2017-05-20 09:02:12,2017-05-20 14:02:12
25986,PG0284,2017-10-22 05:28:02,2017-10-22 06:28:02,ULY,SVO,Arrived,CR2,2017-10-22 05:04:02,2017-10-22 06:04:02
25987,PG0284,2017-03-29 10:38:29,2017-03-29 15:38:29,ULY,SVO,Arrived,CR2,2017-03-29 11:05:29,2017-03-29 16:05:29
25988,PG0284,2017-10-12 22:35:08,2017-10-13 00:35:08,ULY,SVO,Scheduled,CR2,2017-10-12 22:07:08,2017-10-13 00:07:08
25989,PG0284,2017-01-21 10:43:00,2017-01-21 15:43:00,ULY,SVO,Arrived,CR2,2017-01-21 10:24:00,2017-01-21 15:24:00
25990,PG0284,2017-02-01 01:24:30,2017-02-01 04:24:30,ULY,SVO,Scheduled,CR2,2017-02-01 01:18:30,2017-02-01 04:18:30
25991,PG0284,2017-05-19 18:58:54,2017-05-19 21:58:54,ULY,SVO,Scheduled,CR2,2017-05-19 18:59:54,2017-05-19 21:59:54
25992,PG0284,2017-05-14 06:14:27,2017-05-14 10:14:27,ULY,SVO,Scheduled,CR2,2017-05-14 06:08:27,2017-05-14 10:08:27
25993,PG0284,2017-03-02 12:30:13,2017-03-02 15:30:13,ULY,SVO,Arrived,CR2,2017-03-02 12:05:13,2017-03-02 15:05:13
25994,PG0284,2017-09-12 05:09:41,2017-09-12 06:09:41,ULY,SVO,Arrived,CR2,2017-09-12 05:22:41,2017-09-12 06:22:41
25995,PG0284,2017-10-25 12:08:30,2017-10-25 13:08:30,ULY,SVO,Arrived,CR2,2017-10-25 11:53:30,2017-10-25 12:53:30
25996,PG0284,2017-03-19 02:22:18,2017-03-19 04:22:18,ULY,SVO,Scheduled,CR2,2017-03-19 02:18:18,2017-03-19 04:18:18
25997,PG0284,2017-11-17 04:53:53,2017-11-17 10:53:53,ULY,SVO,Arrived,CR2,2017-11-17 04:41:53,2017-11-17 10:41:53
25998,PG0284,2017-12-30 15:57:22,2017-12-30 17:57:22,ULY,SVO,Scheduled,CR2,2017-12-30 16:13:22,2017-12-30 18:13:22
25999,PG0284,2017-04-13 14:03:51,2017-04-13 19:03:51,ULY,SVO,Arrived,CR2,2017-04-13 13:55:51,2017-04-13 18:55:51
26000,PG0284,2017-09-19 06:43:19,2017-09-19 08:43:19,ULY,SVO,Scheduled,CR2,2017-09-19 07:11:19,2017-09-19 09:11:19
26001,PG0284,2017-06-24 09:31:07,2017-06-24 11:31:07,ULY,SVO,Arrived,CR2,2017-06-24 09:47:07,2017-06-24 11:47:07
26002,PG0284,2017-10-02 05:18:29,2017-10-02 09:18:29,ULY,SVO,Arrived,CR2,2017-10-02 05:35:29,2017-10-02 09:35:29
26003,PG0284,2017-01-18 20:23:26,2017-01-19 00:23:26,ULY,SVO,Arrived,CR2,2017-01-18 20:05:26,2017-01-19 00:05:26
26004,PG0284,2017-03-08 00:49:45,2017-03-08 05:49:45,ULY,SVO,Arrived,CR2,2017-03-08 01:08:45,2017-03-08 06:08:45
26005,PG0284,2017-04-07 14:09:32,2017-04-07 20:09:32,ULY,SVO,Scheduled,CR2,2017-04-07 14:32:32,2017-04-07 20:32:32
26006,PG0284,2017-04-08 12:34:50,2017-04-08 18:34:50,ULY,SVO,Scheduled,CR2,2017-04-08 12:25:50,2017-04-08 18:25:50
26007,PG0284,2017-09-03 14:02:38,2017-09-03 17:02:38,ULY,SVO,Cancelled,CR2,2017-09-03 14:23:38,2017-09-03 17:23:38
26008,PG0284,2017-03-06 21:08:14,2017-03-07 03:08:14,ULY,SVO,Arrived,CR2,2017-03-06 20:57:14,2017-03-07 02:57:14
26009,PG0284,2017-03-31 16:04:40,2017-03-31 22:04:40,ULY,SVO,Scheduled,CR2,2017-03-31 16:30:40,2017-03-31 22:30:40
26010,PG0284,2017-10-09 10:05:32,2017-10-09 15:05:32,ULY,SVO,Arrived,CR2,2017-10-09 09:37:32,2017-10-09 14:37:32
26011,PG0284,2017-02-18 06:13:18,2017-02-18 11:13:18,ULY,SVO,Scheduled,CR2,2017-02-18 05:49:18,2017-02-18 10:49:18
26012,PG0284,2017-04-27 22:05:51,2017-04-28 04:05:51,ULY,SVO,Scheduled,CR2,2017-04-27 22:07:51,2017-04-28 04:07:51
26013,PG0284,2017-04-25 04:24:47,2017-04-25 09:24:47,ULY,SVO,Arrived,CR2,2017-04-25 04:19:47,2017-04-25 09:19:47
26014,PG0284,2017-09-12 12:56:25,2017-09-12 13:56:25,ULY,SVO,Arrived,CR2,2017-09-12 12:32:25,2017-09-12 13:32:25
26015,PG0284,2017-09-23 16:21:51,2017-09-23 22:21:51,ULY,SVO,Arrived,CR2,2017-09-23 16:09:51,2017-09-23 22:09:51
26016,PG0284,2017-01-26 18:01:48,2017-01-27 00:01:48,ULY,SVO,Arrived,CR2,2017-01-26 18:19:48,2017-01-27 00:19:48
26017,PG0284,2017-10-31 07:22:41,2017-10-31 09:22:41,ULY,SVO,Arrived,CR2,2017-10-31 06:55:41,2017-10-31 08:55:41
26018,PG0284,2017-12-29 14:16:50,2017-12-29 20:16:50,ULY,SVO,Arrived,CR2,2017-12-29 14:43:50,2017-12-29 20:43:50
26019,PG0284,2017-09-20 12:29:40,2017-09-20 18:29:40,ULY,SVO,Scheduled,CR2,2017-09-20 12:37:40,2017-09-20 18:37:40
26020,PG0284,2017-02-03 22:48:50,2017-02-04 02:48:50,ULY,SVO,Arrived,CR2,2017-02-03 22:58:50,2017-02-04 02:58:50
26021,PG0284,2017-08-24 16:36:18,2017-08-24 19:36:18,ULY,SVO,Scheduled,CR2,2017-08-24 17:04:18,2017-08-24 20:04:18
26022,PG0284,2017-10-05 23:10:51,2017-10-06 05:10:51,ULY,SVO,Scheduled,CR2,2017-10-05 22:54:51,2017-10-06 04:54:51
26023,PG0284,2017-05-21 08:09:24,2017-05-21 13:09:24,ULY,SVO,Arrived,CR2,2017-05-21 08:07:24,2017-05-21 13:07:24
26024,PG0284,2017-12-18 11:22:28,2017-12-18 12:22:28,ULY,SVO,Scheduled,CR2,2017-12-18 11:45:28,2017-12-18 12:45:28
26025,PG0284,2017-03-25 05:05:02,2017-03-25 11:05:02,ULY,SVO,Arrived,CR2,2017-03-25 05:35:02,2017-03-25 11:35:02
26026,PG0018,2017-06-22 23:16:55,2017-06-23 04:16:55,ULY,NJC,Arrived,CR2,2017-06-22 23:36:55,2017-06-23 04:36:55
26027,PG0018,2017-02-01 01:24:20,2017-02-01 04:24:20,ULY,NJC,Arrived,CR2,2017-02-01 01:29:20,2017-02-01 04:29:20
26028,PG0018,2017-11-15 22:03:06,2017-11-16 00:03:06,ULY,NJC,Arrived,CR2,2017-11-15 22:06:06,2017-11-16 00:06:06
26029,PG0018,2017-12-31 12:29:35,2017-12-31 16:29:35,ULY,NJC,Arrived,CR2,2017-12-31 12:44:35,2017-12-31 16:44:35
26030,PG0018,2017-04-22 08:31:17,2017-04-22 14:31:17,ULY,NJC,Scheduled,CR2,2017-04-22 08:32:17,2017-04-22 14:32:17
26031,PG0018,2017-01-12 23:23:47,2017-01-13 05:23:47,ULY,NJC,Scheduled,CR2,2017-01-12 22:56:47,2017-01-13 04:56:47
26032,PG0018,2017-01-03 06:42:27,2017-01-03 07:42:27,ULY,NJC,Cancelled,CR2,2017-01-03 06:35:27,2017-01-03 07:35:27
26033,PG0018,2017-09-19 16:33:52,2017-09-19 18:33:52,ULY,NJC,Scheduled,CR2,2017-09-19 16:31:52,2017-09-19 18:31:52
26034,PG0018,2017-09-22 03:28:41,2017-09-22 06:28:41,ULY,NJC,Arrived,CR2,2017-09-22 03:19:41,2017-09-22 06:19:41
26035,PG0467,2017-04-24 21:00:43,2017-04-24 23:00:43,ULY,RTW,Arrived,CN1,2017-04-24 21:22:43,2017-04-24 23:22:43
26036,PG0467,2017-11-30 18:04:21,2017-11-30 19:04:21,ULY,RTW,Scheduled,CN1,2017-11-30 17:49:21,2017-11-30 18:49:21
26037,PG0466,2017-04-10 16:36:03,2017-04-10 17:36:03,ULY,RTW,Scheduled,CN1,2017-04-10 16:10:03,2017-04-10 17:10:03
26038,PG0466,2017-11-13 15:36:54,2017-11-13 17:36:54,ULY,RTW,Scheduled,CN1,2017-11-13 15:22:54,2017-11-13 17:22:54
26039,PG0467,2017-11-23 21:20:52,2017-11-24 00:20:52,ULY,RTW,Scheduled,CN1,2017-11-23 21:41:52,2017-11-24 00:41:52
26040,PG0466,2017-01-06 01:33:12,2017-01-06 03:33:12,ULY,RTW,Scheduled,CN1,2017-01-06 01:06:12,2017-01-06 03:06:12
26041,PG0467,2017-04-27 01:04:06,2017-04-27 04:04:06,ULY,RTW,Scheduled,CN1,2017-04-27 00:51:06,2017-04-27 03:51:06
26042,PG0466,2017-12-30 16:02:56,2017-12-30 17:02:56,ULY,RTW,Arrived,CN1,2017-12-30 15:39:56,2017-12-30 16:39:56
26043,PG0467,2017-05-14 05:49:37,2017-05-14 10:49:37,ULY,RTW,Arrived,CN1,2017-05-14 06:01:37,2017-05-14 11:01:37
26044,PG0467,2017-04-12 11:48:03,2017-04-12 17:48:03,ULY,RTW,Scheduled,CN1,2017-04-12 11:24:03,2017-04-12 17:24:03
26045,PG0466,2017-03-07 13:39:31,2017-03-07 15:39:31,ULY,RTW,Scheduled,CN1,2017-03-07 13:27:31,2017-03-07 15:27:31
26046,PG0467,2017-01-09 23:31:48,2017-01-10 01:31:48,ULY,RTW,Scheduled,CN1,2017-01-09 23:39:48,2017-01-10 01:39:48
26047,PG0467,2017-12-12 23:15:37,2017-12-13 00:15:37,ULY,RTW,Arrived,CN1,2017-12-12 23:41:37,2017-12-13 00:41:37
26048,PG0467,2017-08-23 01:52:09,2017-08-23 05:52:09,ULY,RTW,Cancelled,CN1,2017-08-23 02:17:09,2017-08-23 06:17:09
26049,PG0466,2017-01-10 07:05:56,2017-01-10 09:05:56,ULY,RTW,Arrived,CN1,2017-01-10 07:05:56,2017-01-10 09:05:56
26050,PG0467,2017-09-09 15:07:09,2017-09-09 20:07:09,ULY,RTW,Arrived,CN1,2017-09-09 15:14:09,2017-09-09 20:14:09
26051,PG0466,2017-05-21 04:49:47,2017-05-21 05:49:47,ULY,RTW,Arrived,CN1,2017-05-21 05:01:47,2017-05-21 06:01:47
26052,PG0467,2017-12-17 12:24:29,2017-12-17 13:24:29,ULY,RTW,Scheduled,CN1,2017-12-17 12:39:29,2017-12-17 13:39:29
26053,PG0466,2017-01-08 17:05:28,2017-01-08 23:05:28,ULY,RTW,Scheduled,CN1,2017-01-08 17:21:28,2017-01-08 23:21:28
26054,PG0467,2017-05-30 03:34:38,2017-05-30 06:34:38,ULY,RTW,Arrived,CN1,2017-05-30 03:47:38,2017-05-30 06:47:38
26055,PG0466,2017-07-30 12:00:12,2017-07-30 13:00:12,ULY,RTW,Arrived,CN1,2017-07-30 12:23:12,2017-07-30 13:23:12
26056,PG0467,2017-05-24 07:25:01,2017-05-24 10:25:01,ULY,RTW,Arrived,CN1,2017-05-24 07:43:01,2017-05-24 10:43:01
26058,PG0467,2017-06-02 04:34:47,2017-06-02 07:34:47,ULY,RTW,Scheduled,CN1,2017-06-02 04:04:47,2017-06-02 07:04:47
26059,PG0466,2017-01-27 16:19:30,2017-01-27 19:19:30,ULY,RTW,Arrived,CN1,2017-01-27 16:03:30,2017-01-27 19:03:30
26060,PG0466,2017-06-09 23:01:16,2017-06-10 02:01:16,ULY,RTW,Scheduled,CN1,2017-06-09 23:19:16,2017-06-10 02:19:16
26061,PG0467,2017-08-24 09:22:43,2017-08-24 15:22:43,ULY,RTW,Arrived,CN1,2017-08-24 09:33:43,2017-08-24 15:33:43
26062,PG0466,2017-08-02 15:25:40,2017-08-02 19:25:40,ULY,RTW,Arrived,CN1,2017-08-02 15:25:40,2017-08-02 19:25:40
26063,PG0466,2017-10-19 20:11:30,2017-10-20 01:11:30,ULY,RTW,Scheduled,CN1,2017-10-19 20:07:30,2017-10-20 01:07:30
26064,PG0466,2017-09-10 13:55:24,2017-09-10 16:55:24,ULY,RTW,Scheduled,CN1,2017-09-10 13:59:24,2017-09-10 16:59:24
26065,PG0467,2017-03-19 08:49:58,2017-03-19 09:49:58,ULY,RTW,Scheduled,CN1,2017-03-19 09:13:58,2017-03-19 10:13:58
26066,PG0466,2017-02-10 00:35:41,2017-02-10 03:35:41,ULY,RTW,Arrived,CN1,2017-02-10 00:24:41,2017-02-10 03:24:41
26067,PG0467,2017-11-30 16:10:13,2017-11-30 21:10:13,ULY,RTW,Arrived,CN1,2017-11-30 16:12:13,2017-11-30 21:12:13
26068,PG0467,2017-08-13 07:54:29,2017-08-13 12:54:29,ULY,RTW,Scheduled,CN1,2017-08-13 08:09:29,2017-08-13 13:09:29
26069,PG0467,2017-12-04 16:40:16,2017-12-04 18:40:16,ULY,RTW,Arrived,CN1,2017-12-04 16:27:16,2017-12-04 18:27:16
26070,PG0466,2017-10-20 20:50:46,2017-10-20 23:50:46,ULY,RTW,Arrived,CN1,2017-10-20 21:18:46,2017-10-21 00:18:46
26071,PG0466,2017-05-20 08:58:05,2017-05-20 11:58:05,ULY,RTW,Arrived,CN1,2017-05-20 09:02:05,2017-05-20 12:02:05
26072,PG0467,2017-07-04 23:41:30,2017-07-05 03:41:30,ULY,RTW,Scheduled,CN1,2017-07-04 23:52:30,2017-07-05 03:52:30
