first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,number_of_reviews,id,reviewer_id,listing_id
,,,,,,,,,,,39468927,13348069,224763
,,,,,,,,,,,49608475,17804210,224763
,,,,,,,,,,,54045622,21139592,224763
,,,,,,,,,,,34594524,34406186,6675927
,,,,,,,,,,,35153883,34957187,6675927
,,,,,,,,,,,35591591,34885541,6675927
,,,,,,,,,,,35852982,25474817,6675927
,,,,,,,,,,,36323316,35741464,6675927
,,,,,,,,,,,36707206,22587252,6675927
,,,,,,,,,,,37223551,9130707,6675927
,,,,,,,,,,,37677252,817507,6675927
,,,,,,,,,,,37805137,31392167,6675927
,,,,,,,,,,,38299213,2941026,6675927
,,,,,,,,,,,38620714,28814050,6675927
,,,,,,,,,,,38871356,2356243,6675927
,,,,,,,,,,,39226559,38043830,6675927
,,,,,,,,,,,39357572,35623810,6675927
,,,,,,,,,,,39559376,22747489,6675927
,,,,,,,,,,,39705138,6623708,6675927
,,,,,,,,,,,39952566,35730555,6675927
,,,,,,,,,,,40649639,38597079,6675927
,,,,,,,,,,,40991071,36643643,6675927
,,,,,,,,,,,42233138,7690746,6675927
,,,,,,,,,,,42325640,13197435,6675927
,,,,,,,,,,,42584802,4872241,6675927
,,,,,,,,,,,43440570,26130750,6675927
,,,,,,,,,,,43664469,16067775,6675927
,,,,,,,,,,,43987617,2934134,6675927
,,,,,,,,,,,44661804,38088819,6675927
,,,,,,,,,,,44819080,2796087,6675927
,,,,,,,,,,,45453481,2219865,6675927
,,,,,,,,,,,45984731,455762,6675927
,,,,,,,,,,,46408224,40073968,6675927
,,,,,,,,,,,46955692,28186872,6675927
,,,,,,,,,,,48777964,27241232,6675927
,,,,,,,,,,,49856086,2489216,6675927
,,,,,,,,,,,50154566,18069072,6675927
,,,,,,,,,,,50501439,31699224,6675927
,,,,,,,,,,,50902335,39334793,6675927
,,,,,,,,,,,51638137,21491271,6675927
,,,,,,,,,,,51801108,2262326,6675927
,,,,,,,,,,,53137694,10951925,6675927
,,,,,,,,,,,53485174,8014596,6675927
,,,,,,,,,,,54251244,46326260,6675927
,,,,,,,,,,,54557161,4970301,6675927
,,,,,,,,,,,54897846,6171523,6675927
,,,,,,,,,,,55509219,1340403,6675927
,,,,,,,,,,,56340783,21607838,6675927
,,,,,,,,,,,56891306,13972159,6675927
,,,,,,,,,,,57093334,17531456,6675927
,,,,,,,,,,,57318821,33470376,6675927
,,,,,,,,,,,57812387,2753279,6675927
,,,,,,,,,,,31378026,31697046,5760902
,,,,,,,,,,,32396908,795822,5760902
,,,,,,,,,,,33130806,30881248,5760902
,,,,,,,,,,,33812857,926219,5760902
,,,,,,,,,,,34321679,1880951,5760902
,,,,,,,,,,,34868610,32451230,5760902
,,,,,,,,,,,35302843,31799214,5760902
,,,,,,,,,,,36018394,16776621,5760902
,,,,,,,,,,,36276416,13545665,5760902
,,,,,,,,,,,36873479,26756393,5760902
,,,,,,,,,,,37158270,211522,5760902
,,,,,,,,,,,37651731,32393403,5760902
,,,,,,,,,,,38121258,17268868,5760902
,,,,,,,,,,,38715240,33526676,5760902
,,,,,,,,,,,39277834,28361827,5760902
,,,,,,,,,,,39623833,28168020,5760902
,,,,,,,,,,,39919894,4894959,5760902
,,,,,,,,,,,41070292,31151116,5760902
,,,,,,,,,,,41518332,20230630,5760902
,,,,,,,,,,,41588108,31702106,5760902
,,,,,,,,,,,42844585,28721785,5760902
,,,,,,,,,,,43376700,3728446,5760902
,,,,,,,,,,,43678794,5051346,5760902
,,,,,,,,,,,44118183,35420620,5760902
,,,,,,,,,,,44911787,5954029,5760902
,,,,,,,,,,,45292927,25933855,5760902
,,,,,,,,,,,45980746,39273534,5760902
,,,,,,,,,,,46578608,28649146,5760902
,,,,,,,,,,,47078666,25117908,5760902
,,,,,,,,,,,47265862,8616211,5760902
,,,,,,,,,,,47499451,3165143,5760902
,,,,,,,,,,,48714484,40508959,5760902
,,,,,,,,,,,49131973,42637892,5760902
,,,,,,,,,,,49341800,4540310,5760902
,,,,,,,,,,,49797463,24804881,5760902
,,,,,,,,,,,50094752,43731106,5760902
,,,,,,,,,,,50468049,15347187,5760902
,,,,,,,,,,,51138715,42943802,5760902
,,,,,,,,,,,51467296,44935553,5760902
,,,,,,,,,,,51679641,1526430,5760902
,,,,,,,,,,,51946747,19973430,5760902
,,,,,,,,,,,52749475,46569514,5760902
,,,,,,,,,,,53647315,47859942,5760902
,,,,,,,,,,,53934175,4304632,5760902
,,,,,,,,,,,54102417,43388663,5760902
,,,,,,,,,,,54762284,47941771,5760902
,,,,,,,,,,,55025647,16831762,5760902
,,,,,,,,,,,55241187,22615295,5760902
,,,,,,,,,,,55757858,15588395,5760902
,,,,,,,,,,,56385722,6637400,5760902
,,,,,,,,,,,56874022,50138399,5760902
,,,,,,,,,,,57464980,37390898,5760902
,,,,,,,,,,,57711024,51365317,5760902
,,,,,,,,,,,57951741,33334640,5760902
,,,,,,,,,,,34878962,33315992,6403104
,,,,,,,,,,,49020273,24445646,6403104
,,,,,,,,,,,53071707,46591733,6403104
,,,,,,,,,,,57355163,51957689,9465815
,,,,,,,,,,,26936321,27005526,4910140
,,,,,,,,,,,32736673,1238588,4910140
,,,,,,,,,,,34264119,17468680,4910140
,,,,,,,,,,,40254024,12431619,4910140
,,,,,,,,,,,40651241,38481871,4910140
,,,,,,,,,,,40993140,4276693,4910140
,,,,,,,,,,,43393742,25773326,4910140
,,,,,,,,,,,44106141,32785464,4910140
,,,,,,,,,,,44850040,35672187,4910140
,,,,,,,,,,,45302661,33289267,4910140
,,,,,,,,,,,46030425,16883968,4910140
,,,,,,,,,,,46257117,41777220,4910140
,,,,,,,,,,,48142677,8035952,4910140
,,,,,,,,,,,49282463,33315992,4910140
,,,,,,,,,,,49553501,45305091,4910140
,,,,,,,,,,,49749699,45554661,4910140
,,,,,,,,,,,49920025,44254037,4910140
,,,,,,,,,,,51340144,922024,4910140
,,,,,,,,,,,55425938,47136521,4910140
,,,,,,,,,,,58098597,24737621,4910140
,,,,,,,,,,,18092150,19813936,3817141
,,,,,,,,,,,17529364,17817060,3720511
,,,,,,,,,,,17880584,6675587,3720511
,,,,,,,,,,,18738248,8404000,3720511
,,,,,,,,,,,29845099,21189694,3720511
,,,,,,,,,,,45268903,38269070,3720511
,,,,,,,,,,,51219173,44631,8474294
,,,,,,,,,,,2266695,2491274,649243
,,,,,,,,,,,2326289,3531804,649243
,,,,,,,,,,,2478019,1667618,649243
,,,,,,,,,,,2626295,3837993,649243
,,,,,,,,,,,2818543,4001893,649243
,,,,,,,,,,,2869254,4028030,649243
,,,,,,,,,,,3035758,4028089,649243
,,,,,,,,,,,3156720,262582,649243
,,,,,,,,,,,3191545,262582,649243
,,,,,,,,,,,3640414,731128,649243
,,,,,,,,,,,3759387,5351644,649243
,,,,,,,,,,,3849699,5409090,649243
,,,,,,,,,,,3896151,3208337,649243
,,,,,,,,,,,4083775,3361344,649243
,,,,,,,,,,,4465456,6152133,649243
,,,,,,,,,,,4526745,4062990,649243
,,,,,,,,,,,4573384,2971656,649243
,,,,,,,,,,,4767071,504160,649243
,,,,,,,,,,,4844080,2821640,649243
,,,,,,,,,,,4954245,4873374,649243
,,,,,,,,,,,5044349,4060976,649243
,,,,,,,,,,,5074897,422961,649243
,,,,,,,,,,,5116821,891316,649243
,,,,,,,,,,,5139239,6162985,649243
,,,,,,,,,,,5151403,6740046,649243
,,,,,,,,,,,5172655,1865787,649243
,,,,,,,,,,,5200752,1576080,649243
,,,,,,,,,,,5287852,4836342,649243
,,,,,,,,,,,5311031,1649622,649243
,,,,,,,,,,,5534141,5229025,649243
,,,,,,,,,,,5870683,7227149,649243
,,,,,,,,,,,5897874,685137,649243
,,,,,,,,,,,6006517,866977,649243
,,,,,,,,,,,6119825,4094271,649243
,,,,,,,,,,,6250054,3818614,649243
,,,,,,,,,,,6307567,5722284,649243
,,,,,,,,,,,6328685,7485937,649243
,,,,,,,,,,,6370460,7241421,649243
,,,,,,,,,,,6406100,2104414,649243
,,,,,,,,,,,6439801,7825692,649243
,,,,,,,,,,,6537454,7464716,649243
,,,,,,,,,,,6595828,1165064,649243
,,,,,,,,,,,6616404,4717829,649243
,,,,,,,,,,,6714944,4365823,649243
,,,,,,,,,,,7049771,772707,649243
,,,,,,,,,,,7151202,8619296,649243
,,,,,,,,,,,7183464,3394202,649243
,,,,,,,,,,,7276444,6439972,649243
,,,,,,,,,,,7496847,1002786,649243
,,,,,,,,,,,7592630,7312233,649243
,,,,,,,,,,,7636621,8518760,649243
,,,,,,,,,,,7819986,9060633,649243
,,,,,,,,,,,7834345,7448809,649243
,,,,,,,,,,,7921532,8595884,649243
,,,,,,,,,,,8036466,9124299,649243
,,,,,,,,,,,8075885,9318321,649243
,,,,,,,,,,,8530022,306695,649243
,,,,,,,,,,,8700722,965623,649243
,,,,,,,,,,,9457943,10834068,649243
,,,,,,,,,,,9486265,8494149,649243
,,,,,,,,,,,9685159,10473619,649243
,,,,,,,,,,,9869604,2763716,649243
,,,,,,,,,,,9922856,4751469,649243
,,,,,,,,,,,10024026,4806023,649243
,,,,,,,,,,,10223581,965325,649243
,,,,,,,,,,,10273663,4001471,649243
,,,,,,,,,,,10357777,2400554,649243
,,,,,,,,,,,10411314,10296057,649243
,,,,,,,,,,,10471653,12062170,649243
,,,,,,,,,,,12020192,13930053,649243
,,,,,,,,,,,12272918,12028574,649243
,,,,,,,,,,,12736417,13977150,649243
,,,,,,,,,,,12770593,14337284,649243
,,,,,,,,,,,12993660,11923034,649243
,,,,,,,,,,,13098695,6717614,649243
,,,,,,,,,,,13293776,15102504,649243
,,,,,,,,,,,13430688,2497476,649243
,,,,,,,,,,,13594041,14951516,649243
,,,,,,,,,,,13695544,7427990,649243
,,,,,,,,,,,13899053,14100034,649243
,,,,,,,,,,,13975242,15580609,649243
,,,,,,,,,,,14135530,16354380,649243
,,,,,,,,,,,14242064,15830601,649243
,,,,,,,,,,,14292022,4232219,649243
,,,,,,,,,,,14420276,16831769,649243
,,,,,,,,,,,14542235,16916526,649243
,,,,,,,,,,,14687237,14513932,649243
,,,,,,,,,,,14796683,5194183,649243
,,,,,,,,,,,15136183,5338311,649243
,,,,,,,,,,,15452982,11611618,649243
,,,,,,,,,,,15562955,6467317,649243
,,,,,,,,,,,15976044,13110300,649243
,,,,,,,,,,,16063271,2166045,649243
,,,,,,,,,,,16366022,8809534,649243
,,,,,,,,,,,16670905,14766407,649243
,,,,,,,,,,,16851304,271925,649243
,,,,,,,,,,,17308481,18995129,649243
,,,,,,,,,,,17443317,16644352,649243
,,,,,,,,,,,17715859,19397613,649243
,,,,,,,,,,,18418499,18278630,649243
,,,,,,,,,,,18739386,8262631,649243
,,,,,,,,,,,19160519,9128013,649243
,,,,,,,,,,,20621539,20640343,649243
,,,,,,,,,,,20750555,16512976,649243
,,,,,,,,,,,21297139,18039185,649243
,,,,,,,,,,,21496091,12393648,649243
,,,,,,,,,,,22617847,8009098,649243
,,,,,,,,,,,24441799,24378104,649243
,,,,,,,,,,,24869321,899574,649243
,,,,,,,,,,,25623349,26226499,649243
,,,,,,,,,,,26398475,2070317,649243
,,,,,,,,,,,27820377,10157853,649243
,,,,,,,,,,,28059000,21614358,649243
,,,,,,,,,,,28473748,10642357,649243
,,,,,,,,,,,28619225,1971733,649243
,,,,,,,,,,,29019799,30013119,649243
,,,,,,,,,,,29149012,29280102,649243
,,,,,,,,,,,29367203,2675187,649243
,,,,,,,,,,,29992953,24211958,649243
,,,,,,,,,,,30468462,6883500,649243
,,,,,,,,,,,31140000,8185579,649243
,,,,,,,,,,,31366531,8185579,649243
,,,,,,,,,,,31733104,19419780,649243
,,,,,,,,,,,32645629,33273673,649243
,,,,,,,,,,,33101693,1971733,649243
,,,,,,,,,,,34027599,33951455,649243
,,,,,,,,,,,34127469,22406872,649243
,,,,,,,,,,,34778854,20628770,649243
,,,,,,,,,,,35952532,34646543,649243
,,,,,,,,,,,37398315,9869043,649243
,,,,,,,,,,,37650883,26131723,649243
,,,,,,,,,,,37840483,11336391,649243
,,,,,,,,,,,38297654,21551891,649243
,,,,,,,,,,,38646073,13170696,649243
,,,,,,,,,,,39058148,6723225,649243
,,,,,,,,,,,40251969,30599257,649243
,,,,,,,,,,,40841927,36463994,649243
,,,,,,,,,,,41932884,30415590,649243
,,,,,,,,,,,42452429,18822866,649243
,,,,,,,,,,,42809078,41216602,649243
,,,,,,,,,,,42931681,21219471,649243
,,,,,,,,,,,43514121,16688017,649243
,,,,,,,,,,,44009979,8991834,649243
,,,,,,,,,,,48430599,43270271,649243
,,,,,,,,,,,904858,653295,265901
,,,,,,,,,,,948730,1626314,265901
,,,,,,,,,,,1014843,1847002,265901
,,,,,,,,,,,1032428,1863575,265901
,,,,,,,,,,,1471890,2279395,265901
,,,,,,,,,,,1694412,2884274,265901
,,,,,,,,,,,1906653,3022050,265901
,,,,,,,,,,,5407161,3929845,265901
,,,,,,,,,,,5684476,1813237,265901
,,,,,,,,,,,9210103,7458530,265901
,,,,,,,,,,,10440200,9730844,265901
,,,,,,,,,,,10647985,12372676,265901
,,,,,,,,,,,10734206,3877770,265901
,,,,,,,,,,,11717762,13136412,265901
,,,,,,,,,,,14449540,10066190,265901
,,,,,,,,,,,6973691,729527,1429904
,,,,,,,,,,,7002492,8290402,1429904
,,,,,,,,,,,7050105,5226390,1429904
,,,,,,,,,,,7266080,5208871,1429904
,,,,,,,,,,,7590133,410598,1429904
,,,,,,,,,,,7903923,2321039,1429904
,,,,,,,,,,,8238783,2270486,1429904
,,,,,,,,,,,8668250,1801085,1429904
,,,,,,,,,,,9008339,178199,1429904
,,,,,,,,,,,9144809,283497,1429904
,,,,,,,,,,,9402272,3158288,1429904
,,,,,,,,,,,9529223,10680660,1429904
,,,,,,,,,,,10394866,11017539,1429904
,,,,,,,,,,,11312250,9898232,1429904
,,,,,,,,,,,11521531,5590506,1429904
,,,,,,,,,,,11966045,13585897,1429904
,,,,,,,,,,,12311105,5843985,1429904
,,,,,,,,,,,12572167,11030949,1429904
,,,,,,,,,,,12850534,11017539,1429904
,,,,,,,,,,,13152527,8821470,1429904
,,,,,,,,,,,13415974,8083385,1429904
,,,,,,,,,,,14191454,3924822,1429904
,,,,,,,,,,,14275224,8385619,1429904
,,,,,,,,,,,14415535,16175651,1429904
,,,,,,,,,,,14572522,15973478,1429904
,,,,,,,,,,,15314084,14736658,1429904
,,,,,,,,,,,16060535,14296066,1429904
,,,,,,,,,,,16620096,1782738,1429904
,,,,,,,,,,,17295333,6722743,1429904
,,,,,,,,,,,18799929,16961941,1429904
,,,,,,,,,,,19042984,13312843,1429904
,,,,,,,,,,,19544445,20363523,1429904
,,,,,,,,,,,19960384,1522416,1429904
,,,,,,,,,,,20369536,2688902,1429904
,,,,,,,,,,,21874784,16725811,1429904
,,,,,,,,,,,22924148,52097,1429904
,,,,,,,,,,,28323621,3032931,1429904
,,,,,,,,,,,28759134,3032931,1429904
,,,,,,,,,,,30727996,29992050,1429904
,,,,,,,,,,,31232037,7392019,1429904
,,,,,,,,,,,33708553,32995073,1429904
,,,,,,,,,,,34675884,34963648,1429904
,,,,,,,,,,,35374047,29995628,1429904
,,,,,,,,,,,36269337,320541,1429904
,,,,,,,,,,,36585670,35522501,1429904
,,,,,,,,,,,37045826,228540,1429904
,,,,,,,,,,,37483586,18003335,1429904
,,,,,,,,,,,38279405,11088381,1429904
,,,,,,,,,,,38607009,5008569,1429904
,,,,,,,,,,,38860919,35042874,1429904
,,,,,,,,,,,40098860,5414961,1429904
,,,,,,,,,,,41225152,36630215,1429904
,,,,,,,,,,,41350031,7553534,1429904
,,,,,,,,,,,41762864,35167700,1429904
,,,,,,,,,,,42684046,31690232,1429904
,,,,,,,,,,,43151137,40645818,1429904
,,,,,,,,,,,43951567,37329361,1429904
,,,,,,,,,,,45275457,4723169,1429904
,,,,,,,,,,,45815501,10781380,1429904
,,,,,,,,,,,46256062,18837521,1429904
,,,,,,,,,,,47069293,41269514,1429904
,,,,,,,,,,,47702469,2408717,1429904
,,,,,,,,,,,48540883,38049179,1429904
,,,,,,,,,,,50211647,31316189,1429904
,,,,,,,,,,,50985000,7174588,1429904
,,,,,,,,,,,51535931,42014621,1429904
,,,,,,,,,,,55540175,49748419,8212989
,,,,,,,,,,,56605879,33048021,8212989
,,,,,,,,,,,58110272,2712305,8212989
,,,,,,,,,,,48474548,43383025,8446541
,,,,,,,,,,,48960208,34876212,8446541
,,,,,,,,,,,32635043,16212311,5959816
,,,,,,,,,,,33754462,30324583,5959816
,,,,,,,,,,,34498443,30870694,5959816
,,,,,,,,,,,34968431,30118570,5959816
,,,,,,,,,,,35501104,31753495,5959816
,,,,,,,,,,,37961413,31416625,5959816
,,,,,,,,,,,38452442,18984123,5959816
,,,,,,,,,,,38840274,5641961,5959816
,,,,,,,,,,,39228673,16640711,5959816
,,,,,,,,,,,40099273,31218989,5959816
,,,,,,,,,,,41470652,39388688,5959816
,,,,,,,,,,,41946224,33729482,5959816
,,,,,,,,,,,42336470,40306070,5959816
,,,,,,,,,,,43281178,39615753,5959816
,,,,,,,,,,,44043750,41499602,5959816
,,,,,,,,,,,44703133,19392733,5959816
,,,,,,,,,,,45107790,38829215,5959816
,,,,,,,,,,,45621340,42687837,5959816
,,,,,,,,,,,45979098,23723303,5959816
,,,,,,,,,,,46980527,10109474,5959816
,,,,,,,,,,,48542223,41429059,5959816
,,,,,,,,,,,50255494,8361718,5959816
,,,,,,,,,,,50718767,20128842,5959816
,,,,,,,,,,,51211289,40982116,5959816
,,,,,,,,,,,52372843,34370887,5959816
,,,,,,,,,,,53153751,2762776,5959816
,,,,,,,,,,,54034258,47571521,5959816
,,,,,,,,,,,55318344,48405422,5959816
,,,,,,,,,,,57475641,8821837,5959816
,,,,,,,,,,,45424267,34918,7789264
,,,,,,,,,,,46185830,38828691,7789264
,,,,,,,,,,,46804902,10441837,7789264
,,,,,,,,,,,47283810,42328551,7789264
,,,,,,,,,,,48774345,43725319,7789264
,,,,,,,,,,,53864052,45558258,7789264
,,,,,,,,,,,55724770,30375777,7789264
,,,,,,,,,,,56500645,9876544,7789264
,,,,,,,,,,,56927805,48015111,7789264
,,,,,,,,,,,13256488,1893319,2994309
,,,,,,,,,,,13759600,15527364,2994309
,,,,,,,,,,,13863958,1822115,2994309
,,,,,,,,,,,14199194,15867619,2994309
,,,,,,,,,,,14289660,251821,2994309
,,,,,,,,,,,14478535,13559856,2994309
,,,,,,,,,,,14620609,15061500,2994309
,,,,,,,,,,,17203126,14857216,2994309
,,,,,,,,,,,17676142,5816774,2994309
,,,,,,,,,,,17930679,15587767,2994309
,,,,,,,,,,,18311485,16902382,2994309
,,,,,,,,,,,18534143,832760,2994309
,,,,,,,,,,,18915939,20382923,2994309
,,,,,,,,,,,19197836,17687187,2994309
,,,,,,,,,,,19337312,19953179,2994309
,,,,,,,,,,,19940912,19298564,2994309
,,,,,,,,,,,20489183,1972700,2994309
,,,,,,,,,,,20895085,17373247,2994309
,,,,,,,,,,,21278335,5394966,2994309
,,,,,,,,,,,21588030,20668366,2994309
,,,,,,,,,,,22106892,21703863,2994309
,,,,,,,,,,,22341426,23047273,2994309
,,,,,,,,,,,22979133,21211545,2994309
,,,,,,,,,,,23811746,22504608,2994309
,,,,,,,,,,,24295334,78861,2994309
,,,,,,,,,,,24606143,3318013,2994309
,,,,,,,,,,,25690146,25757407,2994309
,,,,,,,,,,,28177061,4286096,2994309
,,,,,,,,,,,28614685,28698381,2994309
,,,,,,,,,,,28989271,13264795,2994309
,,,,,,,,,,,29492208,4937348,2994309
,,,,,,,,,,,29839539,13646102,2994309
,,,,,,,,,,,30315815,29545575,2994309
,,,,,,,,,,,30522049,23248462,2994309
,,,,,,,,,,,30891974,13780106,2994309
,,,,,,,,,,,31609074,32090332,2994309
,,,,,,,,,,,32319921,34704,2994309
,,,,,,,,,,,33259830,29600834,2994309
,,,,,,,,,,,34417642,30277942,2994309
,,,,,,,,,,,34716315,20583577,2994309
,,,,,,,,,,,35199440,28059682,2994309
,,,,,,,,,,,35482830,31945322,2994309
,,,,,,,,,,,35908425,2743859,2994309
,,,,,,,,,,,36795707,9623764,2994309
,,,,,,,,,,,37544464,6716665,2994309
,,,,,,,,,,,38257162,29940584,2994309
,,,,,,,,,,,38612118,32616517,2994309
,,,,,,,,,,,38998298,7595141,2994309
,,,,,,,,,,,40307490,6842497,2994309
,,,,,,,,,,,40901027,21044358,2994309
,,,,,,,,,,,43225175,6345569,2994309
,,,,,,,,,,,43620861,34954115,2994309
,,,,,,,,,,,44293598,2324202,2994309
,,,,,,,,,,,44900455,16821784,2994309
,,,,,,,,,,,45671833,12895681,2994309
,,,,,,,,,,,46119222,13189875,2994309
,,,,,,,,,,,46697095,11939586,2994309
,,,,,,,,,,,47177911,38265174,2994309
,,,,,,,,,,,48065640,35429586,2994309
,,,,,,,,,,,48503064,8189585,2994309
,,,,,,,,,,,49220145,40434794,2994309
,,,,,,,,,,,51723296,24737460,2994309
,,,,,,,,,,,52319477,18751984,2994309
,,,,,,,,,,,52968836,32500778,2994309
,,,,,,,,,,,53636938,37130358,2994309
,,,,,,,,,,,54247683,1662809,2994309
,,,,,,,,,,,54510780,25757407,2994309
,,,,,,,,,,,54984111,29715443,2994309
,,,,,,,,,,,55193965,43630476,2994309
,,,,,,,,,,,56121061,47203816,2994309
,,,,,,,,,,,57752133,42331871,2994309
,,,,,,,,,,,33860924,33999340,4479426
,,,,,,,,,,,35747032,21844802,4479426
,,,,,,,,,,,38194519,86192,4479426
,,,,,,,,,,,38352811,86192,4479426
,,,,,,,,,,,39327332,27335695,4479426
,,,,,,,,,,,39998539,26732901,4479426
,,,,,,,,,,,40189496,39465768,4479426
,,,,,,,,,,,41016713,39627093,4479426
,,,,,,,,,,,41996997,35605129,4479426
,,,,,,,,,,,42362077,7590832,4479426
,,,,,,,,,,,42452714,33153709,4479426
,,,,,,,,,,,42790405,33048396,4479426
,,,,,,,,,,,43146660,16438028,4479426
,,,,,,,,,,,45205547,11412272,4479426
,,,,,,,,,,,46014759,41583257,4479426
,,,,,,,,,,,16277472,13024520,202251
,,,,,,,,,,,16520394,6341214,202251
,,,,,,,,,,,17522522,17432334,202251
,,,,,,,,,,,17877548,18464617,202251
,,,,,,,,,,,18211241,1223851,202251
,,,,,,,,,,,18888936,3230946,202251
,,,,,,,,,,,26422665,25895250,202251
,,,,,,,,,,,30430806,30293215,202251
,,,,,,,,,,,30734221,14417100,202251
,,,,,,,,,,,35036673,33002072,202251
,,,,,,,,,,,51285335,23555934,202251
,,,,,,,,,,,45456538,11020100,7776701
,,,,,,,,,,,47179828,35807860,7776701
,,,,,,,,,,,44240923,1586012,6864319
,,,,,,,,,,,38800517,36372072,7348578
,,,,,,,,,,,38961210,10045275,7348578
,,,,,,,,,,,39116430,38302417,7348578
,,,,,,,,,,,39459346,38883318,7348578
,,,,,,,,,,,39715733,39257166,7348578
,,,,,,,,,,,40013985,26961207,7348578
,,,,,,,,,,,40503110,37194668,7348578
,,,,,,,,,,,40697077,32902268,7348578
,,,,,,,,,,,40981319,36169830,7348578
,,,,,,,,,,,41684674,39857131,7348578
,,,,,,,,,,,42069537,17857524,7348578
,,,,,,,,,,,42302408,38360039,7348578
,,,,,,,,,,,42499733,22443044,7348578
,,,,,,,,,,,43141272,13034079,7348578
,,,,,,,,,,,43465499,41684371,7348578
,,,,,,,,,,,43595989,31546741,7348578
,,,,,,,,,,,44593370,41766474,7348578
,,,,,,,,,,,44872386,42522935,7348578
,,,,,,,,,,,45606086,9009347,7348578
,,,,,,,,,,,46208994,1333200,7348578
,,,,,,,,,,,46554380,10136179,7348578
,,,,,,,,,,,46833744,35678332,7348578
,,,,,,,,,,,47426460,43916408,7348578
,,,,,,,,,,,50046411,43645303,7348578
,,,,,,,,,,,50396304,3054075,7348578
,,,,,,,,,,,50608086,20581320,7348578
,,,,,,,,,,,50815106,3570934,7348578
,,,,,,,,,,,51796164,30884176,7348578
,,,,,,,,,,,54549652,545397,7348578
,,,,,,,,,,,54760030,37062340,7348578
,,,,,,,,,,,32619208,32796088,5862552
,,,,,,,,,,,33835918,3321996,5862552
,,,,,,,,,,,34429024,11152332,5862552
,,,,,,,,,,,34908209,271454,5862552
,,,,,,,,,,,35216611,31530266,5862552
,,,,,,,,,,,36542538,32696785,5862552
,,,,,,,,,,,38260405,29293905,5862552
,,,,,,,,,,,39015572,15899024,5862552
,,,,,,,,,,,39912415,6991416,5862552
,,,,,,,,,,,40631257,3177736,5862552
,,,,,,,,,,,42670062,30402013,5862552
,,,,,,,,,,,43105878,36104542,5862552
,,,,,,,,,,,45141826,5040062,5862552
,,,,,,,,,,,47012514,43882783,5862552
,,,,,,,,,,,49353890,6448382,5862552
,,,,,,,,,,,49661130,43721835,5862552
,,,,,,,,,,,52157421,23231318,5862552
,,,,,,,,,,,55844923,27596564,5862552
,,,,,,,,,,,57520546,46574674,5862552
,,,,,,,,,,,10790788,44934,2486612
,,,,,,,,,,,11388109,887583,2486612
,,,,,,,,,,,11808323,1991489,2486612
,,,,,,,,,,,11902534,3886462,2486612
,,,,,,,,,,,12011041,13545086,2486612
,,,,,,,,,,,12242076,4170005,2486612
,,,,,,,,,,,12505062,1336479,2486612
,,,,,,,,,,,13146329,6714567,2486612
,,,,,,,,,,,13675135,474767,2486612
,,,,,,,,,,,15859843,2089499,2486612
,,,,,,,,,,,16458196,12723160,2486612
,,,,,,,,,,,16687663,4514077,2486612
,,,,,,,,,,,16747626,18234788,2486612
,,,,,,,,,,,16973170,10095509,2486612
,,,,,,,,,,,17122621,18660461,2486612
,,,,,,,,,,,17141645,10473218,2486612
,,,,,,,,,,,17240717,13325456,2486612
,,,,,,,,,,,17431723,5106872,2486612
,,,,,,,,,,,17573134,11528828,2486612
,,,,,,,,,,,17693982,13641969,2486612
,,,,,,,,,,,17787326,2255576,2486612
,,,,,,,,,,,17820628,14698650,2486612
,,,,,,,,,,,17948535,17676683,2486612
,,,,,,,,,,,18067328,1862154,2486612
,,,,,,,,,,,18502111,2366361,2486612
,,,,,,,,,,,18944603,17935854,2486612
,,,,,,,,,,,19146577,10238685,2486612
,,,,,,,,,,,19676159,2934716,2486612
,,,,,,,,,,,21085762,21050295,2486612
,,,,,,,,,,,21127250,19466890,2486612
,,,,,,,,,,,21656165,20019571,2486612
,,,,,,,,,,,22061603,17282010,2486612
,,,,,,,,,,,22468865,22927381,2486612
,,,,,,,,,,,22559631,20289132,2486612
,,,,,,,,,,,24343715,15814422,2486612
,,,,,,,,,,,24516386,3708380,2486612
,,,,,,,,,,,25458404,20523702,2486612
,,,,,,,,,,,26408434,17102524,2486612
,,,,,,,,,,,26986482,2934716,2486612
,,,,,,,,,,,29473959,3927977,2486612
,,,,,,,,,,,31658522,12912420,2486612
,,,,,,,,,,,32084069,26636119,2486612
,,,,,,,,,,,32177144,1102082,2486612
,,,,,,,,,,,32440457,1465835,2486612
,,,,,,,,,,,32799923,20378169,2486612
,,,,,,,,,,,34139749,6204633,2486612
,,,,,,,,,,,34800025,15086227,2486612
,,,,,,,,,,,34872202,36432,2486612
,,,,,,,,,,,35228622,11972393,2486612
,,,,,,,,,,,35451637,25909978,2486612
,,,,,,,,,,,43626709,26076459,2486612
,,,,,,,,,,,44467131,5800474,2486612
,,,,,,,,,,,45372569,7571355,2486612
,,,,,,,,,,,46131453,29236453,2486612
,,,,,,,,,,,46559035,4096926,2486612
,,,,,,,,,,,47495673,4112502,2486612
,,,,,,,,,,,47938244,24681582,2486612
,,,,,,,,,,,48145744,42084684,2486612
,,,,,,,,,,,51195080,3991832,2486612
